mode,day,workload_type,num_jobs,rho,strategy,total_jobs,completed_jobs,failed_jobs,completion_ratio,makespan_seconds,throughput_jobs_per_second,turnaround_mean,turnaround_std,waiting_mean,waiting_std,execution_mean,execution_std,decision_mean,decision_std,makespan_seconds_pct_vs_purelocal,waiting_mean_pct_vs_purelocal,execution_mean_pct_vs_purelocal,turnaround_mean_pct_vs_purelocal
decentralized,bursty_low_stress,mixed_20_80,112,1.5,EmbeddingBidding,112,112,0,1.0,95549.648,0.0011721654903427796,8768.547598214285,8207.44233242292,1502.8863035714287,4258.825946378783,7265.656035714286,5692.671880351153,0.002335292526785714,0.003715157328742729,,,,
decentralized,bursty_low_stress,mixed_20_80,112,1.5,HeuristicBidding,112,112,0,1.0,95197.848,0.0011764971830035486,9286.149508928573,9280.488593691003,1686.7871428571427,4912.138609256147,7599.356160714286,6182.084062164845,0.0002726135625,1.833049917181609e-05,,,,
decentralized,bursty_low_stress,mixed_20_80,112,1.5,PureLocal,112,112,0,1.0,269055.948,0.0004162702992910605,31258.23129464286,48247.49688322097,21852.21373571429,44524.72080891846,9406.01574107143,7309.373795199762,5.2084299999999985e-05,1.361343769738014e-20,,,,
decentralized,bursty_low_stress,mixed_80_20,251,0.9,EmbeddingBidding,251,251,0,1.0,98166.467,0.0025568812617041622,2802.475661354582,3038.196477220186,0.0,0.0,2802.4716533864544,3038.200941560608,0.0024345726852589645,0.004059883907087785,149.43% ↑,256.76% ↑,13.8% ↑,231.45% ↑
decentralized,bursty_low_stress,mixed_80_20,251,0.9,HeuristicBidding,251,251,0,1.0,98166.467,0.0025568812617041622,2983.4257131474105,4706.6169141832215,0.0,0.0,2983.4251195219126,4706.617932386987,0.0002721460836653386,1.762699866718586e-05,-61.87% ↓,-88.64% ↓,-19.85% ↓,-81.48% ↓
decentralized,bursty_low_stress,mixed_80_20,251,0.9,PureLocal,251,251,0,1.0,125914.367,0.001993418272912415,6285.730908366534,10529.876603942641,2588.3676661354575,6982.168702173724,3697.363075697211,5467.307142101877,5.208429999999999e-05,6.789802579700796e-21,0.0% ,0.0% ,0.0% ,0.0% 
decentralized,bursty_low_stress,mixed_80_20,415,1.5,EmbeddingBidding,415,415,0,1.0,105432.948,0.003936150964876748,3406.789091566265,6705.706048315603,527.8196322891566,3348.6381032158065,2878.9684289156626,4314.838331040343,0.002093168761445783,0.0038238061214675495,,,,
decentralized,bursty_low_stress,mixed_80_20,415,1.5,HeuristicBidding,415,415,0,1.0,102836.948,0.0040355145506651945,3757.980238554217,8465.926936059583,840.1351325301204,5481.726997044406,2917.844525301205,4671.046400531576,0.00027024319036144577,1.7378730863472958e-05,,,,
decentralized,bursty_low_stress,mixed_80_20,415,1.5,PureLocal,415,415,0,1.0,175815.948,0.0023604229577626258,7388.254404819277,15003.266874446588,4056.395747951807,12170.835025504926,3331.8611277108434,4552.0606391137935,5.20845139759036e-05,3.078568170447967e-09,,,,
decentralized,bursty_low_stress,small_short,2880,0.9,EmbeddingBidding,2880,2880,0,1.0,99292.296,0.029005271466378418,2980.901196875,5103.88409916056,1637.3350793229167,4407.583946621149,1343.5666690972223,1194.445618331939,0.0012458684302083334,0.0022006831246324065,-64.49% ↓,-93.12% ↓,-22.76% ↓,-71.95% ↓
decentralized,bursty_low_stress,small_short,2880,0.9,HeuristicBidding,2880,2880,0,1.0,649607.996,0.004433442965194043,53344.76767777778,129631.26124472087,51437.135097342354,128492.04089127418,1907.6669208333335,2091.2494953884434,0.00027022697500000005,1.6961091623338896e-05,0.0% ,0.0% ,0.0% ,0.0% 
decentralized,bursty_low_stress,small_short,2880,0.9,PureLocal,2880,2880,0,1.0,260434.996,0.011058421656972706,16094.262052777776,32072.892477574755,14417.893614111805,31302.1135519814,1676.394726736111,1566.58610695438,5.208433083333332e-05,1.1698395136382955e-09,-64.62% ↓,-92.28% ↓,-19.21% ↓,-70.29% ↓
decentralized,bursty_low_stress,small_short,4800,1.5,EmbeddingBidding,4800,4800,0,1.0,634910.209,0.0075601241434755375,31639.521942291663,97593.61366602711,29898.184960069582,96665.8192332063,1741.290313125,1885.5633352573927,0.0009910551435416666,0.0016228044142699105,,,,
decentralized,bursty_low_stress,small_short,4800,1.5,HeuristicBidding,4800,4800,0,1.0,1205059.209,0.003983206770382018,125007.12996687499,264826.58622927585,122864.23565188437,263715.6024544413,2142.806658125,2276.7266456996385,0.00027009261791666666,1.647811119210951e-05,,,,
decentralized,bursty_low_stress,small_short,4800,1.5,PureLocal,4800,4800,0,1.0,400571.209,0.011982888166083849,31020.236929166666,59762.111480156535,29311.776551892293,59107.23389335348,1708.4412279166668,1630.4806942279652,5.20843e-05,0.0,,,,
decentralized,business,large_long,54,0.9,EmbeddingBidding,54,54,0,1.0,102896.0,0.0005248017415642979,7483.742592592592,2888.8048032963165,0.0,0.0,7483.723518518519,2888.7623911817764,0.002651558370370371,0.004299311513702061,55.68% ↑,-1.52% ↓,0.03% ↑,-1.39% ↓
decentralized,business,large_long,54,0.9,HeuristicBidding,54,54,0,1.0,110278.0,0.0004896715573369122,8144.8337037037045,5504.987041567973,0.0,0.0,8144.8227777777765,5504.976918389196,0.0002725408888888889,1.7494294531567506e-05,0.0% ,0.0% ,0.0% ,0.0% 
decentralized,business,large_long,54,0.9,PureLocal,54,54,0,1.0,179887.0,0.00030018845163908454,22428.40185185185,28129.405926159827,11028.133212962965,24432.265964550526,11400.263703703704,8170.153919518977,5.2084300000000005e-05,6.839891862029668e-21,-29.09% ↓,18.07% ↑,-12.68% ↓,15.44% ↑
decentralized,business,large_long,91,1.5,EmbeddingBidding,91,91,0,1.0,105975.0,0.000858693087992451,7893.146153846153,3541.1696109025174,127.53538461538461,1075.8688124202044,7765.609999999999,2976.384639708234,0.0020338968901098898,0.0036460766884468918,,,,
decentralized,business,large_long,91,1.5,HeuristicBidding,91,91,0,1.0,105975.0,0.000858693087992451,8589.497802197802,5276.624346281712,65.10976153846154,619.2978284461608,8524.383186813186,5166.6854033836335,0.00027298334065934066,1.8357976349514353e-05,,,,
decentralized,business,large_long,91,1.5,PureLocal,91,91,0,1.0,227108.0,0.00040069042041671803,29351.269890109885,37031.74808629318,17829.094098901096,32818.11947389348,11522.143626373625,7885.838422243666,5.208429999999998e-05,2.044141647535366e-20,,,,
decentralized,business,mixed_20_80,67,0.9,EmbeddingBidding,67,67,0,1.0,101360.0,0.0006610102604577742,6416.3064179104485,3907.026742449333,0.0,0.0,6416.300985074627,3907.0266120745932,0.002948529014925373,0.004967710816027581,9.55% ↑,-68.23% ↓,-4.82% ↓,-41.36% ↓
decentralized,business,mixed_20_80,67,0.9,HeuristicBidding,67,67,0,1.0,102443.0,0.0006540222367560497,7624.340149253731,7173.436614334881,0.0,0.0,7624.345746268657,7173.458963867939,0.00027279235820895523,1.7365832287030108e-05,-50.84% ↓,-88.44% ↓,-23.13% ↓,-60.77% ↓
decentralized,business,mixed_20_80,67,0.9,PureLocal,67,67,0,1.0,226217.0,0.0002961757958066812,24599.01925373134,37846.02110170961,14101.573268656715,32213.91555014571,10497.437268656717,9233.908340668562,5.20843e-05,0.0,0.0% ,0.0% ,0.0% ,0.0% 
decentralized,business,mixed_20_80,112,1.5,EmbeddingBidding,112,112,0,1.0,106275.0,0.0010538696777228887,6182.6267857142875,3383.718762219843,5.1917767857142865,54.9446009502331,6177.434749999999,3383.581968200307,0.002694382910714286,0.004437502740316873,,,,
decentralized,business,mixed_20_80,112,1.5,HeuristicBidding,112,112,0,1.0,106275.0,0.0010538696777228887,6759.744553571429,5164.357994139991,0.0,0.0,6759.74475,5164.3557095458045,0.00027264635714285715,1.8342841308715105e-05,,,,
decentralized,business,mixed_20_80,112,1.5,PureLocal,112,112,0,1.0,292452.0,0.0003829688290728051,29013.937410714287,48026.90205196106,19607.92841875,44426.75319059969,9406.01574107143,7309.373795199762,5.2084299999999985e-05,1.361343769738014e-20,,,,
decentralized,business,mixed_80_20,251,0.9,EmbeddingBidding,251,251,0,1.0,100672.0,0.002493245390972664,2860.3315537848607,3114.2601428991084,0.0,0.0,2860.327486055777,3114.261483984257,0.0024737981912350596,0.003998958723169379,0.0% ,0.0% ,0.0% ,0.0% 
decentralized,business,mixed_80_20,251,0.9,HeuristicBidding,251,251,0,1.0,106778.0,0.002350671486635824,2820.662948207171,4436.0052851570945,0.0,0.0,2820.661342629482,4436.009497246693,0.0002732840637450199,1.8438489507872393e-05,126.73% ↑,174.66% ↑,22.16% ↑,167.39% ↑
decentralized,business,mixed_80_20,251,0.9,PureLocal,251,251,0,1.0,156251.0,0.0016063897191057976,5883.183784860558,10647.424901633052,2185.824585258964,6757.303056605533,3697.363075697212,5467.307142101877,5.208429999999999e-05,6.789802579700796e-21,-31.84% ↓,-97.21% ↓,-30.15% ↓,-58.3% ↓
decentralized,business,mixed_80_20,415,1.5,EmbeddingBidding,415,415,0,1.0,99680.5,0.004163301749088337,2783.674746987952,3233.2380058948893,0.0,0.0,2783.672086746988,3233.239463353129,0.0025754662048192768,0.0043234642538444714,,,,
decentralized,business,mixed_80_20,415,1.5,HeuristicBidding,415,415,0,1.0,99489.0,0.004171315421805426,2730.152289156627,3407.567296536622,0.0,0.0,2730.1507638554212,3407.5668975160597,0.00027093397108433735,1.789012409526802e-05,,,,
decentralized,business,mixed_80_20,415,1.5,PureLocal,415,415,0,1.0,204636.0,0.0020279911647999374,6261.960289156627,15544.518621908444,2930.090069638554,13128.985176413453,3331.8611277108434,4552.060639113793,5.208429999999997e-05,2.713777014095861e-20,,,,
decentralized,business,small_short,2880,0.9,EmbeddingBidding,2880,2880,0,1.0,103700.0,0.02777242044358727,1341.5258159722223,1170.2615805733005,0.0,0.0,1341.5236951388888,1170.26048645127,0.0012511276552083332,0.002166859908420685,-18.02% ↓,-99.97% ↓,-23.65% ↓,-60.17% ↓
decentralized,business,small_short,2880,0.9,HeuristicBidding,2880,2880,0,1.0,99638.3,0.02890454774920889,1104.5018194444444,887.8538571940236,0.0,0.0,1104.50171875,887.8538945461079,0.00027023649479166666,1.7206871576690768e-05,-18.02% ↓,-99.94% ↓,-25.38% ↓,-61.05% ↓
decentralized,business,small_short,2880,0.9,PureLocal,2880,2880,0,1.0,273345.0,0.010536135652746529,14193.41871875,31463.23502566946,12517.008630222223,30763.580217977727,1676.3947267361111,1566.5861069543803,5.2084392499999995e-05,2.0248129086511688e-09,0.0% ,0.0% ,0.0% ,0.0% 
decentralized,business,small_short,4800,1.5,EmbeddingBidding,4800,4800,0,1.0,109200.0,0.04395604395604396,1298.4096854166667,1156.639068028653,0.0,0.0,1298.4093789583335,1156.639426486505,0.0010216482220833333,0.001722551112188232,,,,
decentralized,business,small_short,4800,1.5,HeuristicBidding,4800,4800,0,1.0,101608.0,0.04724037477363987,1098.934776458333,903.9560847895451,0.0,0.0,1098.9344156250002,903.9563768598354,0.00026981300416666667,1.6905466012857523e-05,,,,
decentralized,business,small_short,4800,1.5,PureLocal,4800,4800,0,1.0,417796.0,0.011488860592250764,28966.32166375,60189.28390274599,27257.875126437502,59567.787141949026,1708.441227916667,1630.4806942279652,5.20845218125e-05,4.143729618511953e-09,,,,
